mig_uuid,mig_name,mig_profile,node,gpu_index,model,batch,prompt_len,output_tokens,dtype,engine,status,error,sample_count,ttft_ms,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,tpot_ms,tpot_ms_p50,tpot_ms_p95,tpot_ms_p99,decode_tps,time_ms_mean,time_ms_p50,time_ms_p95,time_ms_p99,throughput_rps,peak_alloc_mb,peak_reserved_mb,free_mb_before,free_mb_after,source_run_id
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,rtx1-worker,0,Llama-3.2-3B,1,4096,64,fp16,hf,ok,,5,401.247418,400.659271,403.688873,403.688873,25.83683,25.586737,26.894583,26.894583,38.704438,2054.804565,2038.411377,2121.912598,2121.912598,0.486664,7618.629395,8038.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-main-p2plus
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,rtx1-worker,0,Llama-3.2-3B,1,4096,64,fp16,hf,ok,,5,316.347302,315.494141,319.673981,319.673981,24.29689,23.602052,27.112844,27.112844,41.15753,1871.348291,1826.02063,2054.895996,2054.895996,0.534374,7618.629395,8038.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-main-p2plus
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,rtx1-worker,0,Llama-3.2-3B,1,4096,64,fp16,hf,ok,,5,207.23797,206.655487,209.089828,209.089828,20.927917,20.58099,22.565652,22.565652,47.783064,1546.624658,1524.431274,1650.647827,1650.647827,0.646569,7618.629395,8038.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-main-p2plus
MIG-cade9db1-1a5a-5d9c-8368-68caf14f4282,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,0,Llama-3.2-3B,1,4096,128,fp16,hf,ok,,5,612.869446,611.043518,620.011108,620.011108,41.953251,41.943433,42.031703,42.031703,23.836055,5982.885547,5981.741211,5991.094727,5991.094727,0.167143,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-main-p2plus
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,0,Llama-3.2-3B,1,4096,128,fp16,hf,ok,,5,404.646375,403.690155,408.525879,408.525879,26.736908,26.806372,27.221126,27.221126,37.401482,3826.970654,3834.905762,3888.195312,3888.195312,0.261303,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-main-p2plus
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,0,Llama-3.2-3B,1,4096,128,fp16,hf,ok,,5,324.718848,323.086945,328.918427,328.918427,24.797786,24.62608,26.868573,26.868573,40.326181,3498.835449,3478.476562,3764.851074,3764.851074,0.285809,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-main-p2plus
MIG-457656ac-5439-5b56-8fcc-1ff4336bacf5,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,0,Llama-3.2-3B,1,4096,128,fp16,hf,ok,,5,216.310107,215.318787,219.84819,219.84819,21.172851,21.496073,22.53738,22.53738,47.230296,2926.43501,2966.531006,3104.632812,3104.632812,0.341713,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-main-p2plus
MIG-cd5ccd12-9bd8-5d9f-9c97-3f4e20a97fa0,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,1,Llama-3.2-3B,1,4096,128,fp16,hf,ok,,5,612.431189,611.06842,617.547546,617.547546,42.077775,41.998355,42.460188,42.460188,23.765515,5998.386328,5986.956055,6046.351074,6046.351074,0.166712,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-main-p2plus
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,1,Llama-3.2-3B,1,4096,128,fp16,hf,ok,,5,404.694855,403.438171,410.129425,410.129425,28.038522,28.181267,29.633446,29.633446,35.665218,3993.625635,4010.640381,4196.202148,4196.202148,0.250399,7618.629395,7974.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-main-p2plus
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,1,Llama-3.2-3B,1,4096,128,fp16,hf,ok,,5,328.248883,327.920868,331.682068,331.682068,25.097303,24.400961,28.280531,28.280531,39.844919,3540.703662,3449.275146,3951.590088,3951.590088,0.28243,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-main-p2plus
MIG-e6a72acc-723d-5ebf-bf4f-196a4352174f,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,1,Llama-3.2-3B,1,4096,128,fp16,hf,ok,,5,220.308109,219.676895,223.77597,223.77597,23.104863,23.247079,26.116257,26.116257,43.280933,3177.730518,3199.4021,3561.308105,3561.308105,0.31469,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-main-p2plus
MIG-7076f62a-e0b2-533b-99af-74c7b443d5ba,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,rtx1-worker,0,Llama-3.2-3B,1,4096,128,fp16,hf,ok,,5,609.831165,609.374878,612.232239,612.232239,42.036507,41.973833,42.175245,42.175245,23.788846,5990.504102,5981.077148,6010.663574,6010.663574,0.166931,7618.629395,8038.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-main-p2plus
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,rtx1-worker,0,Llama-3.2-3B,1,4096,128,fp16,hf,ok,,5,401.204663,400.595673,403.684174,403.684174,26.592303,26.207624,27.705515,27.705515,37.604867,3805.019385,3755.133057,3946.901611,3946.901611,0.262811,7618.629395,8038.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-main-p2plus
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,rtx1-worker,0,Llama-3.2-3B,1,4096,128,fp16,hf,ok,,5,316.166638,315.574463,318.644104,318.644104,23.928295,23.927692,23.940811,23.940811,41.791528,3378.988379,3379.445557,3380.111572,3380.111572,0.295947,7618.629395,8038.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-main-p2plus
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,rtx1-worker,0,Llama-3.2-3B,1,4096,128,fp16,hf,ok,,5,207.812848,207.892639,209.545273,209.545273,22.254901,20.852872,26.79676,26.79676,44.933922,3056.440186,2877.634766,3637.87793,3637.87793,0.327178,7618.629395,8038.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-main-p2plus
MIG-cade9db1-1a5a-5d9c-8368-68caf14f4282,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,0,Llama-3.2-3B,1,4096,256,fp16,hf,ok,,5,612.402148,611.205566,618.709229,618.709229,42.579668,42.562298,42.619589,42.619589,23.485387,11512.797266,11509.454102,11522.0,11522.0,0.08686,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-main-p2plus
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,0,Llama-3.2-3B,1,4096,256,fp16,hf,ok,,5,404.861536,403.989899,410.58429,410.58429,26.924075,26.704976,27.874761,27.874761,37.14148,7297.424805,7247.058105,7539.928711,7539.928711,0.137035,7618.629395,7974.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-main-p2plus
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,0,Llama-3.2-3B,1,4096,256,fp16,hf,ok,,5,325.92746,325.583282,330.312042,330.312042,25.118138,24.740082,26.030756,26.030756,39.811869,6756.170703,6659.048828,6994.185547,6994.185547,0.148013,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-main-p2plus
MIG-457656ac-5439-5b56-8fcc-1ff4336bacf5,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,0,Llama-3.2-3B,1,4096,256,fp16,hf,ok,,5,217.247488,217.747391,219.934875,219.934875,20.759649,20.972396,22.132079,22.132079,48.170371,5531.717676,5588.868164,5883.793457,5883.793457,0.180776,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-main-p2plus
MIG-cd5ccd12-9bd8-5d9f-9c97-3f4e20a97fa0,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,1,Llama-3.2-3B,1,4096,256,fp16,hf,ok,,5,612.367651,611.174377,617.215942,617.215942,42.604566,42.611749,42.631972,42.631972,23.471663,11519.136523,11519.483398,11525.201172,11525.201172,0.086812,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-main-p2plus
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,1,Llama-3.2-3B,1,4096,256,fp16,hf,ok,,5,405.089191,403.69809,410.987732,410.987732,26.805185,26.678801,27.382635,27.382635,37.306215,7267.216504,7233.195801,7420.942383,7420.942383,0.137604,7618.629395,7974.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-main-p2plus
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,1,Llama-3.2-3B,1,4096,256,fp16,hf,ok,,5,329.880701,328.577057,337.083649,337.083649,25.008667,24.737185,26.750368,26.750368,39.986138,6732.099414,6661.502441,7185.177734,7185.177734,0.148542,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-main-p2plus
MIG-e6a72acc-723d-5ebf-bf4f-196a4352174f,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,1,Llama-3.2-3B,1,4096,256,fp16,hf,ok,,5,220.24364,220.062393,223.093567,223.093567,21.294468,21.220921,23.072619,23.072619,46.960553,5671.627539,5652.229004,6126.73584,6126.73584,0.176316,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-main-p2plus
MIG-7076f62a-e0b2-533b-99af-74c7b443d5ba,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,rtx1-worker,0,Llama-3.2-3B,1,4096,256,fp16,hf,ok,,5,608.998938,608.400085,611.467285,611.467285,42.604586,42.564419,42.767725,42.767725,23.471651,11515.773047,11505.038086,11556.796875,11556.796875,0.086837,7618.629395,8038.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-main-p2plus
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,rtx1-worker,0,Llama-3.2-3B,1,4096,256,fp16,hf,ok,,5,401.253345,400.665283,403.786133,403.786133,26.599684,26.449217,27.057976,27.057976,37.594431,7210.772559,7171.539551,7327.601562,7327.601562,0.138681,7618.629395,8038.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-main-p2plus
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,rtx1-worker,0,Llama-3.2-3B,1,4096,256,fp16,hf,ok,,5,316.272009,315.667328,318.874786,318.874786,25.282506,24.698277,27.312297,27.312297,39.553041,6788.593555,6638.527832,7307.459961,7307.459961,0.147306,7618.629395,8038.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-main-p2plus
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,rtx1-worker,0,Llama-3.2-3B,1,4096,256,fp16,hf,ok,,5,208.449274,208.35965,209.231323,209.231323,20.8144,20.761212,20.9316,20.9316,48.043663,5536.935547,5523.22998,5566.571289,5566.571289,0.180605,7618.629395,8038.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-main-p2plus
MIG-cade9db1-1a5a-5d9c-8368-68caf14f4282,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,0,Llama-3.2-3B,1,4096,512,fp16,hf,ok,,5,612.92251,611.252502,619.344177,619.344177,43.280234,43.278994,43.292039,43.292039,23.105235,22772.402344,22770.927734,22777.232422,22777.232422,0.043913,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-main-p2plus
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,0,Llama-3.2-3B,1,4096,512,fp16,hf,ok,,5,405.488983,404.234314,410.709381,410.709381,27.115016,27.031913,27.601022,27.601022,36.879934,14288.377148,14244.688477,14535.739258,14535.739258,0.069987,7618.629395,7974.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-main-p2plus
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,0,Llama-3.2-3B,1,4096,512,fp16,hf,ok,,5,327.544202,326.816193,331.575195,331.575195,25.248584,25.030239,25.931584,25.931584,39.606181,13254.819336,13141.421875,13603.787109,13603.787109,0.075444,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-main-p2plus
MIG-457656ac-5439-5b56-8fcc-1ff4336bacf5,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,0,Llama-3.2-3B,1,4096,512,fp16,hf,ok,,5,217.717435,218.91597,221.07309,221.07309,19.941498,19.799325,20.900126,20.900126,50.146685,10427.764258,10354.69043,10921.9375,10921.9375,0.095898,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-main-p2plus
MIG-cd5ccd12-9bd8-5d9f-9c97-3f4e20a97fa0,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,1,Llama-3.2-3B,1,4096,512,fp16,hf,ok,,5,612.084399,610.890808,618.105164,618.105164,43.326922,43.318742,43.382778,43.382778,23.080338,22795.468359,22790.095703,22821.675781,22821.675781,0.043868,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-main-p2plus
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,1,Llama-3.2-3B,1,4096,512,fp16,hf,ok,,5,404.946814,403.599976,410.313812,410.313812,27.242682,27.106141,27.852933,27.852933,36.707105,14353.200195,14282.045898,14671.015625,14671.015625,0.069671,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-main-p2plus
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,1,Llama-3.2-3B,1,4096,512,fp16,hf,ok,,5,329.672449,329.093964,333.50235,333.50235,25.046879,24.841936,25.587345,25.587345,39.925134,13153.674414,13046.933594,13429.814453,13429.814453,0.076024,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-main-p2plus
MIG-e6a72acc-723d-5ebf-bf4f-196a4352174f,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,1,Llama-3.2-3B,1,4096,512,fp16,hf,ok,,5,225.040109,226.993317,227.50499,227.50499,20.770539,20.337427,22.021618,22.021618,48.145115,10859.55625,10640.267578,11498.869141,11498.869141,0.092085,7618.629395,8038.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-main-p2plus
MIG-7076f62a-e0b2-533b-99af-74c7b443d5ba,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,rtx1-worker,0,Llama-3.2-3B,1,4096,512,fp16,hf,ok,,5,609.617542,609.45929,611.609802,611.609802,43.358114,43.274742,43.51915,43.51915,23.063734,22808.971875,22766.126953,22891.179688,22891.179688,0.043842,7618.629395,8038.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-main-p2plus
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,rtx1-worker,0,Llama-3.2-3B,1,4096,512,fp16,hf,ok,,5,402.005438,401.832428,403.997711,403.997711,26.908535,26.908774,26.927063,26.927063,37.16293,14179.175391,14181.290039,14188.665039,14188.665039,0.070526,7618.629395,8038.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-main-p2plus
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,rtx1-worker,0,Llama-3.2-3B,1,4096,512,fp16,hf,ok,,5,316.594775,316.195679,318.482391,318.482391,25.261658,24.612815,26.951928,26.951928,39.585684,13250.563477,12918.431641,14115.583008,14115.583008,0.075468,7618.629395,8038.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-main-p2plus
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,rtx1-worker,0,Llama-3.2-3B,1,4096,512,fp16,hf,ok,,5,208.557913,208.537766,209.177567,209.177567,21.515426,20.785714,23.283463,23.283463,46.478279,11224.45625,10851.462891,12129.670898,12129.670898,0.089091,7618.629395,8038.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-main-p2plus
MIG-cade9db1-1a5a-5d9c-8368-68caf14f4282,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,0,Llama-3.2-3B,1,8192,128,fp16,hf,ok,,5,1318.670508,1313.433228,1339.66626,1339.66626,59.503384,59.532302,59.551391,59.551391,16.805767,8935.103711,8935.71582,8937.609375,8937.609375,0.111918,9092.660645,9468.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-long-p2plus
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,0,Llama-3.2-3B,1,8192,128,fp16,hf,ok,,5,861.466394,860.240051,866.353516,866.353516,37.170693,37.118285,37.403856,37.403856,26.902915,5619.315137,5612.123535,5647.92334,5647.92334,0.177958,9092.660645,9900.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-long-p2plus
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,0,Llama-3.2-3B,1,8192,128,fp16,hf,ok,,5,684.620203,684.277039,689.122131,689.122131,32.865151,32.863037,32.896606,32.896606,30.427367,4891.359473,4891.619141,4899.887695,4899.887695,0.204442,9092.660645,9900.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-long-p2plus
MIG-457656ac-5439-5b56-8fcc-1ff4336bacf5,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,0,Llama-3.2-3B,1,8192,128,fp16,hf,ok,,5,472.015338,473.610931,474.474182,474.474182,22.476441,21.970867,23.511881,23.511881,44.49103,3348.999756,3285.927246,3479.12793,3479.12793,0.298597,9092.660645,9900.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-long-p2plus
MIG-cd5ccd12-9bd8-5d9f-9c97-3f4e20a97fa0,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,1,Llama-3.2-3B,1,8192,128,fp16,hf,ok,,5,1317.991626,1312.748413,1338.44519,1338.44519,59.563557,59.582108,59.587853,59.587853,16.788789,8942.126953,8939.452148,8957.244141,8957.244141,0.11183,9092.660645,9468.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-long-p2plus
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,1,Llama-3.2-3B,1,8192,128,fp16,hf,ok,,5,861.650781,860.865723,866.873413,866.873413,37.070458,37.082715,37.096309,37.096309,26.975658,5606.669434,5605.688477,5608.924316,5608.924316,0.178359,9092.660645,9900.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-long-p2plus
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,1,Llama-3.2-3B,1,8192,128,fp16,hf,ok,,5,690.265564,690.266724,692.277466,692.277466,32.9639,32.815588,33.293347,33.293347,30.336216,4909.644824,4892.240234,4948.932617,4948.932617,0.203681,9092.660645,9900.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-long-p2plus
MIG-e6a72acc-723d-5ebf-bf4f-196a4352174f,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,1,Llama-3.2-3B,1,8192,128,fp16,hf,ok,,5,478.749371,479.353851,481.707947,481.707947,23.51082,24.145881,24.75751,24.75751,42.533608,3488.134326,3566.213135,3648.315186,3648.315186,0.286686,9092.660645,9900.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-long-p2plus
MIG-7076f62a-e0b2-533b-99af-74c7b443d5ba,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,rtx1-worker,0,Llama-3.2-3B,1,8192,128,fp16,hf,ok,,5,1315.86731,1311.596802,1333.198486,1333.198486,59.565967,59.60005,59.609977,59.609977,16.78811,8940.311133,8940.134766,8941.673828,8941.673828,0.111853,9092.660645,9468.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-long-p2plus
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,rtx1-worker,0,Llama-3.2-3B,1,8192,128,fp16,hf,ok,,5,857.076685,856.554626,861.756775,861.756775,37.080024,37.061924,37.185421,37.185421,26.968699,5603.319727,5600.480957,5613.796875,5613.796875,0.178466,9092.660645,9900.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-long-p2plus
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,rtx1-worker,0,Llama-3.2-3B,1,8192,128,fp16,hf,ok,,5,662.982312,662.325623,665.015198,665.015198,32.817602,32.821357,32.843791,32.843791,30.471453,4863.635352,4863.529785,4866.23877,4866.23877,0.205608,9092.660645,9900.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-long-p2plus
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,rtx1-worker,0,Llama-3.2-3B,1,8192,128,fp16,hf,ok,,5,448.448724,448.587036,449.683258,449.683258,22.724123,21.752351,26.660488,26.660488,44.006099,3357.136475,3232.887939,3859.511475,3859.511475,0.297873,9092.660645,9900.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-long-p2plus
MIG-cade9db1-1a5a-5d9c-8368-68caf14f4282,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,0,Llama-3.2-3B,1,8192,512,fp16,hf,ok,,5,1320.309985,1314.397827,1345.26001,1345.26001,61.260649,61.257823,61.317989,61.317989,16.323693,32685.762109,32678.962891,32708.669922,32708.669922,0.030594,9092.660645,9468.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-long-p2plus
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,0,Llama-3.2-3B,1,8192,512,fp16,hf,ok,,5,861.775012,861.019104,866.121826,866.121826,38.176936,38.178302,38.193672,38.193672,26.193826,20408.366016,20407.072266,20415.8125,20415.8125,0.049,9092.660645,9900.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-long-p2plus
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,0,Llama-3.2-3B,1,8192,512,fp16,hf,ok,,5,686.872485,687.168823,688.122437,688.122437,33.680425,33.682897,33.702533,33.702533,29.690837,17931.25,17930.550781,17942.474609,17942.474609,0.055769,9092.660645,9900.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-long-p2plus
MIG-457656ac-5439-5b56-8fcc-1ff4336bacf5,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,0,Llama-3.2-3B,1,8192,512,fp16,hf,ok,,5,477.032983,478.006714,482.885803,482.885803,23.261843,23.036346,24.050403,24.050403,42.988855,12387.09668,12270.746094,12781.992188,12781.992188,0.080729,9092.660645,9900.0,,,llm-ttft-tpot-20260702-ampere-gpu0-llama-long-p2plus
MIG-cd5ccd12-9bd8-5d9f-9c97-3f4e20a97fa0,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,1,Llama-3.2-3B,1,8192,512,fp16,hf,ok,,5,1318.159766,1312.796631,1339.468994,1339.468994,61.299191,61.275417,61.39378,61.39378,16.313429,32703.345313,32685.748047,32746.412109,32746.412109,0.030578,9092.660645,9468.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-long-p2plus
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,1,Llama-3.2-3B,1,8192,512,fp16,hf,ok,,5,864.896558,865.603333,866.430786,866.430786,38.170544,38.148442,38.275074,38.275074,26.198212,20408.214844,20397.605469,20458.527344,20458.527344,0.049,9092.660645,9900.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-long-p2plus
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,1,Llama-3.2-3B,1,8192,512,fp16,hf,ok,,5,693.906494,693.680298,696.868835,696.868835,33.702162,33.680489,33.812791,33.812791,29.671687,17949.413281,17937.011719,18007.945312,18007.945312,0.055712,9092.660645,9900.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-long-p2plus
MIG-e6a72acc-723d-5ebf-bf4f-196a4352174f,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,1,Llama-3.2-3B,1,8192,512,fp16,hf,ok,,5,481.366852,483.240936,485.776978,485.776978,23.142585,22.96144,23.817063,23.817063,43.210384,12330.370508,12229.418945,12677.788086,12677.788086,0.081101,9092.660645,9900.0,,,llm-ttft-tpot-20260702-ampere-gpu1-llama-long-p2plus
MIG-7076f62a-e0b2-533b-99af-74c7b443d5ba,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,rtx1-worker,0,Llama-3.2-3B,1,8192,512,fp16,hf,ok,,5,1315.761963,1311.749756,1332.584106,1332.584106,61.251299,61.259754,61.277672,61.277672,16.326184,32676.426953,32676.486328,32685.917969,32685.917969,0.030603,9092.660645,9468.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-long-p2plus
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,rtx1-worker,0,Llama-3.2-3B,1,8192,512,fp16,hf,ok,,5,856.761194,856.746948,858.635681,858.635681,38.148271,38.146616,38.157805,38.157805,26.213508,20388.675781,20389.703125,20393.542969,20393.542969,0.049047,9092.660645,9900.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-long-p2plus
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,rtx1-worker,0,Llama-3.2-3B,1,8192,512,fp16,hf,ok,,5,664.592908,664.438354,666.772522,666.772522,33.668733,33.650349,33.754957,33.754957,29.701147,17902.984375,17891.152344,17949.310547,17949.310547,0.055857,9092.660645,9900.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-llama-long-p2plus
