mig_uuid,mig_name,mig_profile,node,gpu_index,model,batch,input_hw,dtype,engine,status,error,sample_count,time_ms_mean,time_ms_p50,time_ms_p95,time_ms_p99,throughput_rps,peak_alloc_mb,peak_reserved_mb,free_mb_before,free_mb_after,source_run_id
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,1,vgg16,1,224x224,fp16,torchvision,ok,,50,18.080372,18.537504,19.879648,22.015553,55.308597,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,1,vgg16,1,224x224,fp16,torchvision,ok,,50,17.285804,18.025215,19.912191,21.856159,57.850941,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-e6a72acc-723d-5ebf-bf4f-196a4352174f,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,1,vgg16,1,224x224,fp16,torchvision,ok,,50,17.279289,17.976608,19.360191,22.708736,57.872752,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-4bc33233-28f9-566c-9f82-89bd8db02cf6,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,rtx1-worker,0,vgg16,1,224x224,fp16,torchvision,ok,,50,11.580216,11.44192,12.091968,15.697152,86.354173,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-7076f62a-e0b2-533b-99af-74c7b443d5ba,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,rtx1-worker,0,vgg16,1,224x224,fp16,torchvision,ok,,50,10.049793,9.85536,10.917888,15.727168,99.504534,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,rtx1-worker,0,vgg16,1,224x224,fp16,torchvision,ok,,50,9.105018,8.927008,9.703552,13.631168,109.829543,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,rtx1-worker,0,vgg16,1,224x224,fp16,torchvision,ok,,50,8.967789,8.86672,9.335168,13.601408,111.510207,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,rtx1-worker,0,vgg16,1,224x224,fp16,torchvision,ok,,50,8.71117,8.5376,9.255008,14.350592,114.795145,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-a9aaa9b9-3415-5b83-baab-d52b391db3ac,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,ampere,0,vgg16,4,224x224,fp16,torchvision,ok,,50,25.187166,25.389536,28.311232,30.258976,158.811039,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-cade9db1-1a5a-5d9c-8368-68caf14f4282,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,0,vgg16,4,224x224,fp16,torchvision,ok,,50,18.632153,18.349632,21.129761,21.246336,214.682649,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,0,vgg16,4,224x224,fp16,torchvision,ok,,50,17.426906,16.556864,20.862207,23.501856,229.530135,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,0,vgg16,4,224x224,fp16,torchvision,ok,,50,16.040995,15.67744,19.361055,20.138687,249.361097,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-457656ac-5439-5b56-8fcc-1ff4336bacf5,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,0,vgg16,4,224x224,fp16,torchvision,ok,,50,14.503144,13.389568,18.153601,19.980127,275.802271,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-183fa215-464e-5359-9394-6bca2fef6406,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,ampere,1,vgg16,4,224x224,fp16,torchvision,ok,,50,25.299985,25.389536,26.373312,27.918304,158.102859,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-cd5ccd12-9bd8-5d9f-9c97-3f4e20a97fa0,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,1,vgg16,4,224x224,fp16,torchvision,ok,,50,19.03836,19.579489,21.045376,21.360737,210.102127,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,1,vgg16,4,224x224,fp16,torchvision,ok,,50,16.734641,16.745119,19.714399,19.917791,239.025151,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,1,vgg16,4,224x224,fp16,torchvision,ok,,50,17.088366,16.375776,20.016319,21.778656,234.07739,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-e6a72acc-723d-5ebf-bf4f-196a4352174f,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,1,vgg16,4,224x224,fp16,torchvision,ok,,50,17.618943,18.111521,20.781408,22.038528,227.02837,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-4bc33233-28f9-566c-9f82-89bd8db02cf6,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,rtx1-worker,0,vgg16,4,224x224,fp16,torchvision,ok,,50,22.480875,22.39776,22.531168,25.913889,177.929018,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-7076f62a-e0b2-533b-99af-74c7b443d5ba,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,rtx1-worker,0,vgg16,4,224x224,fp16,torchvision,ok,,50,11.641697,11.555648,11.716512,15.606272,343.592531,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,rtx1-worker,0,vgg16,4,224x224,fp16,torchvision,ok,,50,9.694241,9.601312,9.82688,13.579584,412.616096,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,rtx1-worker,0,vgg16,4,224x224,fp16,torchvision,ok,,50,9.317731,9.136192,10.087232,13.427232,429.289054,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,rtx1-worker,0,vgg16,4,224x224,fp16,torchvision,ok,,50,9.089264,8.963296,9.7224,13.255168,440.079638,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-a9aaa9b9-3415-5b83-baab-d52b391db3ac,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,ampere,0,vgg16,16,224x224,fp16,torchvision,ok,,50,69.68857,69.710945,69.771362,74.066368,229.592888,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-cade9db1-1a5a-5d9c-8368-68caf14f4282,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,0,vgg16,16,224x224,fp16,torchvision,ok,,50,36.20596,36.149185,36.208031,40.172482,441.916187,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,0,vgg16,16,224x224,fp16,torchvision,ok,,50,23.230108,23.276224,24.281441,26.444321,688.76132,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,0,vgg16,16,224x224,fp16,torchvision,ok,,50,19.937354,20.539167,21.624737,23.223265,802.513699,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-457656ac-5439-5b56-8fcc-1ff4336bacf5,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,0,vgg16,16,224x224,fp16,torchvision,ok,,50,17.091086,17.920927,19.739777,21.034176,936.160547,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-183fa215-464e-5359-9394-6bca2fef6406,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,ampere,1,vgg16,16,224x224,fp16,torchvision,ok,,50,69.617516,69.73584,69.850174,73.798851,229.827218,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-cd5ccd12-9bd8-5d9f-9c97-3f4e20a97fa0,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,1,vgg16,16,224x224,fp16,torchvision,ok,,50,36.112608,36.169216,36.247486,41.002911,443.05856,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,1,vgg16,16,224x224,fp16,torchvision,ok,,50,23.341394,23.410303,24.482464,26.863071,685.477486,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,1,vgg16,16,224x224,fp16,torchvision,ok,,50,19.742434,18.931328,23.8256,24.716896,810.437056,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-e6a72acc-723d-5ebf-bf4f-196a4352174f,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,1,vgg16,16,224x224,fp16,torchvision,ok,,50,16.405089,16.095808,19.161951,21.867489,975.307135,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-4bc33233-28f9-566c-9f82-89bd8db02cf6,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,rtx1-worker,0,vgg16,16,224x224,fp16,torchvision,ok,,50,67.854883,67.74688,68.029572,71.818497,235.797327,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-7076f62a-e0b2-533b-99af-74c7b443d5ba,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,rtx1-worker,0,vgg16,16,224x224,fp16,torchvision,ok,,50,34.230056,34.139233,34.312481,37.809631,467.425476,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,rtx1-worker,0,vgg16,16,224x224,fp16,torchvision,ok,,50,21.296872,21.228992,21.281601,24.62912,751.284048,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,rtx1-worker,0,vgg16,16,224x224,fp16,torchvision,ok,,50,17.790853,17.703712,17.880896,21.02544,899.338549,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,rtx1-worker,0,vgg16,16,224x224,fp16,torchvision,ok,,50,10.93449,10.8968,10.9976,13.897824,1463.259889,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-a9aaa9b9-3415-5b83-baab-d52b391db3ac,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,ampere,0,vgg16,32,224x224,fp16,torchvision,ok,,50,131.306744,131.26445,131.593338,135.766693,243.704161,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-cade9db1-1a5a-5d9c-8368-68caf14f4282,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,0,vgg16,32,224x224,fp16,torchvision,ok,,50,67.31116,67.61853,67.681412,71.152382,475.404081,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,0,vgg16,32,224x224,fp16,torchvision,ok,,50,41.42357,41.403873,41.441376,43.737919,772.507053,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,0,vgg16,32,224x224,fp16,torchvision,ok,,50,35.175121,35.399807,35.508575,38.786079,909.733888,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-457656ac-5439-5b56-8fcc-1ff4336bacf5,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,0,vgg16,32,224x224,fp16,torchvision,ok,,50,21.841167,21.824352,23.35792,26.339264,1465.123196,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-183fa215-464e-5359-9394-6bca2fef6406,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,ampere,1,vgg16,32,224x224,fp16,torchvision,ok,,50,131.137632,131.360794,131.812378,134.35965,244.018437,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-cd5ccd12-9bd8-5d9f-9c97-3f4e20a97fa0,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,1,vgg16,32,224x224,fp16,torchvision,ok,,50,67.364842,67.552765,67.658173,71.47229,475.025236,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,1,vgg16,32,224x224,fp16,torchvision,ok,,50,41.182065,41.36496,41.425472,44.950687,777.03729,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,1,vgg16,32,224x224,fp16,torchvision,ok,,50,35.33069,35.4832,35.950687,39.20237,905.728124,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-e6a72acc-723d-5ebf-bf4f-196a4352174f,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,1,vgg16,32,224x224,fp16,torchvision,ok,,50,21.913779,21.626112,23.529184,25.280416,1460.268428,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-4bc33233-28f9-566c-9f82-89bd8db02cf6,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,rtx1-worker,0,vgg16,32,224x224,fp16,torchvision,ok,,50,129.172372,129.071487,129.370117,132.648895,247.730994,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-7076f62a-e0b2-533b-99af-74c7b443d5ba,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,rtx1-worker,0,vgg16,32,224x224,fp16,torchvision,ok,,50,65.360379,65.236771,65.525246,69.876579,489.593241,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,rtx1-worker,0,vgg16,32,224x224,fp16,torchvision,ok,,50,39.21399,39.116417,39.26685,43.530624,816.035304,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,rtx1-worker,0,vgg16,32,224x224,fp16,torchvision,ok,,50,33.386413,33.297089,33.519073,36.5336,958.473722,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,rtx1-worker,0,vgg16,32,224x224,fp16,torchvision,ok,,50,19.949731,19.750561,20.82032,24.094048,1604.031682,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-a9aaa9b9-3415-5b83-baab-d52b391db3ac,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,ampere,0,vgg16,64,224x224,fp16,torchvision,ok,,50,258.448715,258.536072,258.951141,262.903961,247.631334,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-cade9db1-1a5a-5d9c-8368-68caf14f4282,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,0,vgg16,64,224x224,fp16,torchvision,ok,,50,130.463107,130.582718,130.792679,133.347366,490.56014,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,0,vgg16,64,224x224,fp16,torchvision,ok,,50,79.538575,79.648643,79.775101,83.775932,804.641023,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,0,vgg16,64,224x224,fp16,torchvision,ok,,50,67.524501,67.502434,67.759651,70.771645,947.804118,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-457656ac-5439-5b56-8fcc-1ff4336bacf5,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,0,vgg16,64,224x224,fp16,torchvision,ok,,50,41.428188,41.355167,42.32851,42.911423,1544.8419,0.0,0.0,,,vision-20260703-ampere-gpu0
MIG-183fa215-464e-5359-9394-6bca2fef6406,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,ampere,1,vgg16,64,224x224,fp16,torchvision,ok,,50,258.631567,258.763,259.047943,262.096375,247.456259,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-cd5ccd12-9bd8-5d9f-9c97-3f4e20a97fa0,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,1,vgg16,64,224x224,fp16,torchvision,ok,,50,130.484177,130.528961,131.215652,133.995911,490.480927,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,1,vgg16,64,224x224,fp16,torchvision,ok,,50,79.449711,79.500381,79.622047,83.123329,805.541008,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,1,vgg16,64,224x224,fp16,torchvision,ok,,50,67.656417,67.653534,68.568192,70.533249,945.956096,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-e6a72acc-723d-5ebf-bf4f-196a4352174f,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,1,vgg16,64,224x224,fp16,torchvision,ok,,50,41.87044,41.888447,42.765282,42.887199,1528.524676,0.0,0.0,,,vision-20260703-ampere-gpu1
MIG-4bc33233-28f9-566c-9f82-89bd8db02cf6,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,rtx1-worker,0,vgg16,64,224x224,fp16,torchvision,ok,,50,256.516401,256.355652,256.716064,260.785645,249.496717,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-7076f62a-e0b2-533b-99af-74c7b443d5ba,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,rtx1-worker,0,vgg16,64,224x224,fp16,torchvision,ok,,50,128.345697,128.190308,128.642853,132.010529,498.653258,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,rtx1-worker,0,vgg16,64,224x224,fp16,torchvision,ok,,50,77.372824,77.259041,77.690659,80.530304,827.163815,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,rtx1-worker,0,vgg16,64,224x224,fp16,torchvision,ok,,50,65.158301,65.070946,65.317665,68.534531,982.223274,0.0,0.0,,,vision-20260703-rtx1-gpu0
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,rtx1-worker,0,vgg16,64,224x224,fp16,torchvision,ok,,50,39.248917,39.27533,39.808414,40.452927,1630.618231,0.0,0.0,,,vision-20260703-rtx1-gpu0
