mig_uuid,mig_name,mig_profile,node,gpu_index,model,batch,prompt_len,output_tokens,dtype,engine,status,error,sample_count,ttft_ms,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,tpot_ms,tpot_ms_p50,tpot_ms_p95,tpot_ms_p99,decode_tps,time_ms_mean,time_ms_p50,time_ms_p95,time_ms_p99,throughput_rps,peak_alloc_mb,peak_reserved_mb,free_mb_before,free_mb_after,source_run_id
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,0,gpt2-medium,1,512,64,fp16,hf,ok,,5,23.0888,21.779873,28.058111,28.058111,15.66867,16.063029,16.217501,16.217501,63.821628,1025.883655,1050.700684,1065.978149,1065.978149,0.974769,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,0,gpt2-medium,1,512,64,fp16,hf,ok,,5,22.707136,21.635937,27.942753,27.942753,16.424714,16.417905,16.616903,16.616903,60.883862,1073.888818,1072.029175,1085.175781,1085.175781,0.931195,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-457656ac-5439-5b56-8fcc-1ff4336bacf5,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,0,gpt2-medium,1,512,64,fp16,hf,ok,,5,19.715309,18.764929,22.691584,22.691584,13.21584,15.459368,15.845045,15.845045,75.666774,865.529089,1009.830933,1032.847778,1032.847778,1.155363,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-183fa215-464e-5359-9394-6bca2fef6406,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,ampere,1,gpt2-medium,1,512,64,fp16,hf,ok,,5,35.650145,34.850018,40.978561,40.978561,16.043517,16.466393,17.059978,17.059978,62.330474,1062.435205,1088.944092,1132.817139,1132.817139,0.941234,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-cd5ccd12-9bd8-5d9f-9c97-3f4e20a97fa0,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,1,gpt2-medium,1,512,64,fp16,hf,ok,,5,23.867277,22.359297,29.634752,29.634752,13.592261,15.829864,16.787844,16.787844,73.571275,893.772009,1035.470581,1098.744141,1098.744141,1.118854,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,1,gpt2-medium,1,512,64,fp16,hf,ok,,5,24.44217,23.270912,29.881792,29.881792,17.246551,17.205539,17.526801,17.526801,57.982608,1128.221436,1124.425415,1151.597046,1151.597046,0.886351,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,1,gpt2-medium,1,512,64,fp16,hf,ok,,5,21.440435,21.180384,25.406784,25.406784,16.422823,16.250338,16.96185,16.96185,60.890872,1072.501099,1061.202026,1106.436523,1106.436523,0.9324,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-e6a72acc-723d-5ebf-bf4f-196a4352174f,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,1,gpt2-medium,1,512,64,fp16,hf,ok,,5,20.886535,20.398848,24.022465,24.022465,16.274899,16.085472,16.766373,16.766373,61.444315,1062.480054,1049.549927,1092.486694,1092.486694,0.941194,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-4bc33233-28f9-566c-9f82-89bd8db02cf6,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,rtx1-worker,0,gpt2-medium,1,512,64,fp16,hf,ok,,5,32.812391,32.281441,34.943073,34.943073,12.007108,10.976342,13.714384,13.714384,83.284002,801.267297,734.695374,909.980469,909.980469,1.248023,849.90625,884.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-7076f62a-e0b2-533b-99af-74c7b443d5ba,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,rtx1-worker,0,gpt2-medium,1,512,64,fp16,hf,ok,,5,15.332614,14.383072,19.123968,19.123968,10.653308,10.354278,11.922541,11.922541,93.867561,697.144299,677.103271,782.166565,782.166565,1.434423,849.90625,884.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,rtx1-worker,0,gpt2-medium,1,512,64,fp16,hf,ok,,5,12.900506,11.852704,16.537409,16.537409,10.367593,10.386274,10.452033,10.452033,96.454403,676.426465,676.574219,681.65094,681.65094,1.478357,849.90625,884.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,rtx1-worker,0,gpt2-medium,1,512,64,fp16,hf,ok,,5,12.831693,11.503808,15.88864,15.88864,11.520729,10.531215,13.173515,13.173515,86.800063,750.15835,685.501587,858.993591,858.993591,1.333052,849.90625,884.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,rtx1-worker,0,gpt2-medium,1,512,64,fp16,hf,ok,,5,12.07513,10.401312,16.370785,16.370785,11.027272,10.454418,13.464022,13.464022,90.684261,717.820532,679.458557,874.903198,874.903198,1.393106,849.90625,884.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-a9aaa9b9-3415-5b83-baab-d52b391db3ac,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,ampere,0,gpt2-medium,1,512,128,fp16,hf,ok,,5,36.101383,34.759201,43.880993,43.880993,12.544556,13.228294,14.860425,14.860425,79.715854,1641.804565,1727.980835,1936.790039,1936.790039,0.609086,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-cade9db1-1a5a-5d9c-8368-68caf14f4282,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,0,gpt2-medium,1,512,128,fp16,hf,ok,,5,23.36494,20.784767,38.883553,38.883553,11.532691,9.934874,15.55241,15.55241,86.710031,1499.54939,1286.290039,2029.592041,2029.592041,0.666867,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,0,gpt2-medium,1,512,128,fp16,hf,ok,,5,19.750067,19.890528,28.092319,28.092319,12.075637,12.962769,14.259987,14.259987,82.811367,1565.431592,1679.125,1853.370605,1853.370605,0.638801,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,0,gpt2-medium,1,512,128,fp16,hf,ok,,5,19.238771,19.873632,24.857023,24.857023,12.050305,12.036965,14.707714,14.707714,82.985449,1561.677856,1560.605103,1907.444458,1907.444458,0.640337,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-457656ac-5439-5b56-8fcc-1ff4336bacf5,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,0,gpt2-medium,1,512,128,fp16,hf,ok,,5,20.298957,19.05904,26.726528,26.726528,12.453925,12.857326,13.957945,13.957945,80.295968,1614.401416,1664.955444,1805.676025,1805.676025,0.619425,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-183fa215-464e-5359-9394-6bca2fef6406,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,ampere,1,gpt2-medium,1,512,128,fp16,hf,ok,,5,35.737165,34.737537,40.173119,40.173119,13.59427,13.699455,15.67456,15.67456,73.560404,1775.803735,1787.456177,2046.516846,2046.516846,0.563125,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-cd5ccd12-9bd8-5d9f-9c97-3f4e20a97fa0,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,1,gpt2-medium,1,512,128,fp16,hf,ok,,5,23.685389,22.217152,29.986561,29.986561,13.712884,13.97412,17.159081,17.159081,72.924119,1778.93457,1810.904541,2226.348877,2226.348877,0.562134,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,1,gpt2-medium,1,512,128,fp16,hf,ok,,5,21.740205,20.171488,28.494207,28.494207,12.576146,14.464191,14.623127,14.623127,79.515616,1631.48689,1874.795654,1892.790405,1892.790405,0.612938,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,1,gpt2-medium,1,512,128,fp16,hf,ok,,5,18.520884,17.794241,27.554785,27.554785,12.157309,10.197835,16.126763,16.126763,82.255043,1574.65647,1322.312378,2083.870361,2083.870361,0.635059,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-e6a72acc-723d-5ebf-bf4f-196a4352174f,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,1,gpt2-medium,1,512,128,fp16,hf,ok,,5,18.391085,19.101215,24.816864,24.816864,12.148384,12.100136,14.410541,14.410541,82.315474,1573.384253,1567.918579,1863.744751,1863.744751,0.635573,849.90625,884.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-4bc33233-28f9-566c-9f82-89bd8db02cf6,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,rtx1-worker,0,gpt2-medium,1,512,128,fp16,hf,ok,,5,32.901709,32.325089,35.255711,35.255711,11.44339,10.871862,13.749646,13.749646,87.386696,1497.655566,1423.923462,1792.343506,1792.343506,0.66771,849.90625,884.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-7076f62a-e0b2-533b-99af-74c7b443d5ba,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,rtx1-worker,0,gpt2-medium,1,512,128,fp16,hf,ok,,5,15.248519,14.76224,17.30224,17.30224,10.730363,10.274694,12.561505,12.561505,93.193494,1388.734961,1329.641235,1623.240112,1623.240112,0.72008,849.90625,884.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,rtx1-worker,0,gpt2-medium,1,512,128,fp16,hf,ok,,5,12.663616,11.843328,16.18832,16.18832,10.288722,10.274,10.499616,10.499616,97.193804,1329.619995,1326.805054,1355.852661,1355.852661,0.752095,849.90625,884.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,rtx1-worker,0,gpt2-medium,1,512,128,fp16,hf,ok,,5,12.26887,11.425056,15.71216,15.71216,10.657117,10.485599,11.391442,11.391442,93.834012,1376.379785,1353.581787,1473.816772,1473.816772,0.726544,849.90625,884.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,rtx1-worker,0,gpt2-medium,1,512,128,fp16,hf,ok,,5,11.747066,10.453152,16.937183,16.937183,11.05343,10.506036,13.250299,13.250299,90.469655,1426.586108,1355.126343,1712.975464,1712.975464,0.700974,849.90625,884.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-a9aaa9b9-3415-5b83-baab-d52b391db3ac,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,ampere,0,gpt2-medium,1,512,256,fp16,hf,ok,,5,35.337825,34.816032,40.490498,40.490498,10.879333,10.189929,12.019924,12.019924,91.917398,2820.447119,2643.437744,3111.290283,3111.290283,0.354554,865.592773,904.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-cade9db1-1a5a-5d9c-8368-68caf14f4282,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,0,gpt2-medium,1,512,256,fp16,hf,ok,,5,22.675744,22.098944,27.098017,27.098017,10.563345,10.760942,11.452695,11.452695,94.666979,2726.892188,2777.527588,2952.942139,2952.942139,0.366718,865.592773,904.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,0,gpt2-medium,1,512,256,fp16,hf,ok,,5,21.484922,20.521601,26.528992,26.528992,11.083858,11.125658,13.745507,13.745507,90.221292,2858.952588,2868.689941,3539.855713,3539.855713,0.349778,865.592773,904.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,0,gpt2-medium,1,512,256,fp16,hf,ok,,5,20.812556,20.235552,27.251455,27.251455,11.072988,11.300094,12.688039,12.688039,90.30986,2855.49751,2913.05957,3275.389404,3275.389404,0.350202,865.592773,904.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-457656ac-5439-5b56-8fcc-1ff4336bacf5,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,0,gpt2-medium,1,512,256,fp16,hf,ok,,5,21.089766,19.655968,23.905504,23.905504,12.611841,13.014796,13.847844,13.847844,79.290568,3249.720947,3351.443848,3568.937012,3568.937012,0.307719,865.592773,904.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-183fa215-464e-5359-9394-6bca2fef6406,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,ampere,1,gpt2-medium,1,512,256,fp16,hf,ok,,5,36.011584,34.604256,41.443935,41.443935,11.954316,11.528181,14.789213,14.789213,83.651794,3096.316553,2985.720215,3820.950684,3820.950684,0.322964,865.592773,904.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-cd5ccd12-9bd8-5d9f-9c97-3f4e20a97fa0,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,1,gpt2-medium,1,512,256,fp16,hf,ok,,5,18.326752,14.498976,26.641409,26.641409,10.648577,9.83551,12.131985,12.131985,93.90926,2744.3625,2532.278809,3132.429688,3132.429688,0.364383,865.592773,904.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,1,gpt2-medium,1,512,256,fp16,hf,ok,,5,21.1896,20.074177,26.215809,26.215809,11.780264,11.658237,12.353753,12.353753,84.88774,3036.937207,3004.344971,3183.637939,3183.637939,0.329279,865.592773,904.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,1,gpt2-medium,1,512,256,fp16,hf,ok,,5,22.605818,20.156864,28.132929,28.132929,12.377801,12.055786,14.043345,14.043345,80.789793,3191.322949,3111.177979,3615.253174,3615.253174,0.31335,865.592773,904.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-e6a72acc-723d-5ebf-bf4f-196a4352174f,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,1,gpt2-medium,1,512,256,fp16,hf,ok,,5,20.792531,19.273279,27.644545,27.644545,11.885353,11.763359,13.004838,13.004838,84.137176,3063.442773,3030.005371,3348.511719,3348.511719,0.32643,865.592773,904.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-4bc33233-28f9-566c-9f82-89bd8db02cf6,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,rtx1-worker,0,gpt2-medium,1,512,256,fp16,hf,ok,,5,32.793806,32.288353,34.830338,34.830338,10.890194,10.798788,11.279941,11.279941,91.825725,2820.683594,2796.788574,2919.947266,2919.947266,0.354524,865.592773,904.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-7076f62a-e0b2-533b-99af-74c7b443d5ba,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,rtx1-worker,0,gpt2-medium,1,512,256,fp16,hf,ok,,5,14.977555,14.462432,17.100544,17.100544,11.23592,11.167868,12.13783,12.13783,89.00028,2891.372998,2876.074707,3121.752197,3121.752197,0.345856,865.592773,904.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,rtx1-worker,0,gpt2-medium,1,512,256,fp16,hf,ok,,5,12.746489,12.038944,16.129791,16.129791,10.673226,10.534005,11.42693,11.42693,93.692385,2745.092334,2708.416748,2937.421875,2937.421875,0.364286,865.592773,904.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,rtx1-worker,0,gpt2-medium,1,512,256,fp16,hf,ok,,5,12.703565,11.532608,17.631424,17.631424,11.141758,10.661962,12.602182,12.602182,89.75244,2864.993701,2741.084717,3243.790039,3243.790039,0.349041,865.592773,904.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,rtx1-worker,0,gpt2-medium,1,512,256,fp16,hf,ok,,5,11.956838,10.672704,17.517504,17.517504,11.817414,11.54804,13.377901,13.377901,84.620886,3037.214697,2966.970947,3442.260254,3442.260254,0.329249,865.592773,904.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-a9aaa9b9-3415-5b83-baab-d52b391db3ac,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,ampere,0,gpt2-medium,1,512,512,fp16,hf,ok,,5,35.395789,34.726238,40.743874,40.743874,10.881063,11.268468,11.431561,11.431561,91.902786,5606.5,5803.660156,5893.703125,5893.703125,0.178364,910.56543,944.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-cade9db1-1a5a-5d9c-8368-68caf14f4282,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,0,gpt2-medium,1,512,512,fp16,hf,ok,,5,23.483994,21.792671,32.703297,32.703297,10.626281,10.775326,11.352475,11.352475,94.106302,5464.139844,5549.67041,5833.003418,5833.003418,0.183011,910.56543,944.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,0,gpt2-medium,1,512,512,fp16,hf,ok,,5,20.241556,19.974497,25.680193,25.680193,9.989382,9.648388,10.708294,10.708294,100.10629,5134.805273,4958.724121,5508.32666,5508.32666,0.194749,910.56543,944.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,0,gpt2-medium,1,512,512,fp16,hf,ok,,5,21.252871,19.967039,27.110497,27.110497,10.730156,10.870111,11.162572,11.162572,93.195289,5515.092773,5585.14502,5742.347168,5742.347168,0.181321,910.56543,944.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-457656ac-5439-5b56-8fcc-1ff4336bacf5,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,0,gpt2-medium,1,512,512,fp16,hf,ok,,5,18.170598,18.236193,25.810528,25.810528,10.209377,10.207685,10.968679,10.968679,97.949169,5245.37168,5245.430664,5641.774414,5641.774414,0.190644,910.56543,944.0,,,llm-ttft-tpot-20260702-ampere-gpu0-gpt2
MIG-183fa215-464e-5359-9394-6bca2fef6406,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,ampere,1,gpt2-medium,1,512,512,fp16,hf,ok,,5,34.980589,34.939297,40.392414,40.392414,10.758412,10.843796,11.63163,11.63163,92.950523,5543.287402,5586.962891,5995.787109,5995.787109,0.180398,910.56543,944.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-cd5ccd12-9bd8-5d9f-9c97-3f4e20a97fa0,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,ampere,1,gpt2-medium,1,512,512,fp16,hf,ok,,5,22.173811,21.463968,26.757471,26.757471,10.727586,10.83966,11.715922,11.715922,93.217618,5514.697754,5576.663574,6020.016113,6020.016113,0.181334,910.56543,944.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,ampere,1,gpt2-medium,1,512,512,fp16,hf,ok,,5,19.322003,20.075905,25.633728,25.633728,11.031011,10.674838,12.243968,12.243968,90.653524,5667.199512,5491.150879,6288.169922,6288.169922,0.176454,910.56543,944.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-b43d42d1-022f-5770-a25d-c0bea366ae4e,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,ampere,1,gpt2-medium,1,512,512,fp16,hf,ok,,5,20.991072,24.463104,25.133793,25.133793,10.8261,10.962017,11.474591,11.474591,92.369363,5563.954492,5637.015625,5900.124512,5900.124512,0.179728,910.56543,944.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-e6a72acc-723d-5ebf-bf4f-196a4352174f,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,ampere,1,gpt2-medium,1,512,512,fp16,hf,ok,,5,19.274585,18.691456,23.272127,23.272127,10.610156,10.80512,11.050434,11.050434,94.249317,5451.674707,5550.67334,5681.094238,5681.094238,0.18343,910.56543,944.0,,,llm-ttft-tpot-20260702-ampere-gpu1-gpt2
MIG-4bc33233-28f9-566c-9f82-89bd8db02cf6,NVIDIA A100-PCIE-40GB MIG 1g.5gb,1g,rtx1-worker,0,gpt2-medium,1,512,512,fp16,hf,ok,,5,33.143346,32.675968,35.254238,35.254238,11.171657,11.154513,11.529773,11.529773,89.512235,5753.031836,5743.494141,5935.919922,5935.919922,0.173821,910.56543,944.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-7076f62a-e0b2-533b-99af-74c7b443d5ba,NVIDIA A100-PCIE-40GB MIG 2g.10gb,2g,rtx1-worker,0,gpt2-medium,1,512,512,fp16,hf,ok,,5,15.033126,14.539872,17.11488,17.11488,10.840466,10.55442,11.500431,11.500431,92.246961,5565.351465,5420.978027,5902.655273,5902.655273,0.179683,910.56543,944.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 3g.20gb,3g,rtx1-worker,0,gpt2-medium,1,512,512,fp16,hf,ok,,5,13.066253,11.877472,15.193664,15.193664,10.9071,10.334712,13.286024,13.286024,91.6834,5597.501367,5303.25,6817.008789,6817.008789,0.178651,910.56543,944.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,4g,rtx1-worker,0,gpt2-medium,1,512,512,fp16,hf,ok,,5,12.764256,12.476768,15.334528,15.334528,10.991912,11.033947,11.103639,11.103639,90.975981,5640.62334,5661.078613,5696.615234,5696.615234,0.177285,910.56543,944.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,7g,rtx1-worker,0,gpt2-medium,1,512,512,fp16,hf,ok,,5,11.18055,10.288256,14.747424,14.747424,10.482926,10.441011,10.789456,10.789456,95.393217,5378.438477,5356.051758,5534.674316,5534.674316,0.185928,910.56543,944.0,,,llm-ttft-tpot-20260702-rtx1-gpu0-gpt2
