action_count,action_counts_json,algorithm_wall_sec,chosen_templates,clear_count,coarse_root_action_count,collocate_pairs,completed,configure_count,estimated_hardware_sec,exact_preserve,failure_reason,failure_stage,feasible,feasible_option_elapsed_sec,final_active_gpu,fine_action_count,gpu_count,iteration_count,mixed_gpu_count,peak_active_gpu,placement_elapsed_sec,reached_target,remaining_slots,scenario,sim_transition_elapsed_sec,source_active_gpu,spread,target_build_elapsed_sec,target_physical_templates,template_match_count,total_instances,total_slack,upgrade_preserve,variant,wall_sec
30,"{""bind_target_gpu"": 4, ""clear_gpu"": 9, ""clear_template"": 9, ""configure_full_template"": 4, ""place_target_layout"": 4}",0.11818814277648926,4+3+3+1+1+1+1+3+1+1+1+1+2+2+1+1+1,9,9,14,True,4,546.4,0,,,True,0.056371601298451424,4,30,4,1,1,9,0.05443000793457031,True,6,round2_stage0_bootstrap_balanced,0.0018622316420078278,9,7,0.0009233951568603516,4+3+1+1+1+1+3+1+1+1+1+3+2+1+1+2+1,0,15,484.25781499999994,0,target_exact_milp_templates,0.11818814277648926
56,"{""allocate_gpu"": 9, ""bind_target_gpu"": 10, ""clear_gpu"": 2, ""clear_template"": 2, ""configure_full_template"": 10, ""mark_reconfig_target_prepared"": 1, ""place_instance"": 1, ""place_target_layout"": 10, ""remove_instance"": 1, ""stop_accepting_new"": 10}",0.1292676068842411,4+3+3+2+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+2+1+1+1+1+1,2,15,56,True,10,1164.8,0,,,True,0.057465560734272,12,56,12,3,11,12,0.053133249282836914,True,5,round2_stage1_llm_spike,0.011646991595625877,4,26,0.0021300315856933594,4+3+2+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+2+1+1+1+1+1,0,55,484.4644509999998,0,target_exact_milp_templates,0.1292676068842411
97,"{""allocate_gpu"": 1, ""bind_target_gpu"": 6, ""clear_gpu"": 11, ""clear_template"": 11, ""configure_full_template"": 6, ""mark_reconfig_target_prepared"": 1, ""place_instance"": 1, ""place_target_layout"": 6, ""stop_accepting_new"": 54}",0.1454514767974615,4+3+4+3+3+2+1+1+3+2+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,11,23,52,True,6,848.6,0,,,True,0.05642141401767731,7,97,7,2,3,13,0.058940887451171875,True,6,round2_stage2_vision_shift,0.022975727915763855,12,10,0.0013055801391601562,4+3+4+3+2+1+1+3+2+1+1+3+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,0,29,454.36985300000015,0,target_exact_milp_templates,0.1454514767974615
59,"{""allocate_gpu"": 2, ""bind_target_gpu"": 4, ""clear_gpu"": 7, ""clear_template"": 7, ""configure_full_template"": 4, ""mark_reconfig_target_prepared"": 2, ""place_target_layout"": 4, ""stop_accepting_new"": 29}",0.12711668014526367,4+2+1+3+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,7,14,28,True,4,554.6,0,,,True,0.056239159777760506,4,59,4,2,3,9,0.054918527603149414,True,5,round2_stage3_scale_down,0.009655319154262543,7,8,0.0010695457458496094,4+2+1+1+1+1+1+3+1+1+1+1+1+1+1+1+1+1+1+1+1+1,0,18,587.6318650000001,0,target_exact_milp_templates,0.12711668014526367
64,"{""allocate_gpu"": 8, ""bind_target_gpu"": 9, ""clear_gpu"": 4, ""clear_template"": 4, ""configure_full_template"": 9, ""mark_reconfig_target_prepared"": 3, ""place_target_layout"": 9, ""stop_accepting_new"": 18}",0.13133622147142887,4+3+4+3+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1,4,13,37,True,9,1078.4,0,,,True,0.057388609275221825,9,64,9,3,8,9,0.055501699447631836,True,4,round2_stage4_mixed_rebound,0.011882312595844269,4,19,0.001470804214477539,4+3+4+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3,0,38,333.6648160000004,0,target_exact_milp_templates,0.13133622147142887
30,"{""bind_target_gpu"": 4, ""clear_gpu"": 9, ""clear_template"": 9, ""configure_full_template"": 4, ""place_target_layout"": 4}",1.0786089152097702,4+3+3+1+1+1+1+3+1+1+1+1+2+2+1+1+1,9,9,24,True,4,546.4,0,,,True,0.057341329753398895,4,30,4,9,1,9,0.05327582359313965,True,6,round2_stage0_bootstrap_balanced,0.015652373433113098,9,6,0.9479069709777832,4+3+1+1+1+1+3+2+1+1+2+1+1+1+1+1+1+1+1,0,15,484.25781499999994,0,transition_serial_v0,1.0786089152097702
45,"{""allocate_gpu"": 9, ""bind_target_gpu"": 9, ""clear_gpu"": 1, ""clear_template"": 1, ""configure_full_template"": 9, ""mark_reconfig_target_prepared"": 1, ""place_instance"": 2, ""place_target_layout"": 9, ""stop_accepting_new"": 4}",14.064620668068528,4+3+3+2+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+2+1+1+1+1+1,1,13,77,True,9,1035.2,12,,,True,0.05730995908379555,12,45,12,13,7,12,0.0637674331665039,True,5,round2_stage1_llm_spike,0.04416363313794136,4,23,13.894337892532349,4+3+2+1+1+3+1+1+1+1+3+1+1+1+1+1+1+1+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+4+3+2+1+1+3+1+1+1+1+1+1+1,0,55,484.4644509999998,1,transition_serial_v0,14.064620668068528
61,"{""allocate_gpu"": 1, ""bind_target_gpu"": 2, ""clear_gpu"": 7, ""clear_template"": 7, ""configure_full_template"": 2, ""mark_reconfig_target_prepared"": 1, ""place_instance"": 2, ""place_target_layout"": 2, ""remove_instance"": 2, ""stop_accepting_new"": 35}",0.8951059225946665,4+3+4+3+3+2+1+1+3+2+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,7,19,49,True,2,338.2,22,,,True,0.05560278333723545,7,61,7,19,3,12,0.05735516548156738,True,6,round2_stage2_vision_shift,0.08577571250498295,12,11,0.6904263496398926,4+3+4+3+1+1+2+3+1+1+1+1+1+1+1+4+3+1+1+1+1+1+1+1+1+1+1+1+1+1+1,0,29,454.36985300000015,0,transition_serial_v0,0.8951059225946665
36,"{""bind_target_gpu"": 1, ""clear_gpu"": 4, ""clear_template"": 4, ""configure_full_template"": 1, ""place_instance"": 4, ""place_target_layout"": 1, ""remove_instance"": 4, ""stop_accepting_new"": 17}",0.39912687987089157,4+2+1+3+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,4,18,30,True,1,179.8,13,,,True,0.07081656903028488,4,36,4,18,2,7,0.058316707611083984,True,5,round2_stage3_scale_down,0.043500520288944244,7,7,0.2209477424621582,4+3+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+3,0,18,587.6318650000001,0,transition_serial_v0,0.39912687987089157
34,"{""allocate_gpu"": 5, ""bind_target_gpu"": 5, ""configure_full_template"": 5, ""place_instance"": 8, ""place_target_layout"": 5, ""remove_instance"": 3, ""stop_accepting_new"": 3}",1.8741142097860575,4+3+4+3+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1,0,16,62,True,5,580.0,14,,,True,0.055083390325307846,9,34,9,16,3,9,0.052623748779296875,True,4,round2_stage4_mixed_rebound,0.04572283290326595,4,13,1.7152678966522217,1+1+1+1+1+1+1+4+3+1+1+1+1+1+1+1+1+1+1+1+3+1+1+1+1+3+4+3+4+3+4+3+1+1+1+1+1+1+1,0,38,333.6648160000004,1,transition_serial_v0,1.8741142097860575
30,"{""bind_target_gpu"": 4, ""clear_gpu"": 9, ""clear_template"": 9, ""configure_full_template"": 4, ""place_target_layout"": 4}",1.0562383234500885,4+3+3+1+1+1+1+3+1+1+1+1+2+2+1+1+1,9,9,24,True,4,546.4,0,,,True,0.05868976376950741,4,30,4,1,1,9,0.05298161506652832,True,6,round2_stage0_bootstrap_balanced,0.0018915273249149323,9,6,0.9382328987121582,4+3+1+1+1+1+3+2+1+1+2+1+1+1+1+1+1+1+1,0,15,484.25781499999994,0,transition_drain_v2,1.0562383234500885
45,"{""allocate_gpu"": 9, ""bind_target_gpu"": 9, ""clear_gpu"": 1, ""clear_template"": 1, ""configure_full_template"": 9, ""mark_reconfig_target_prepared"": 1, ""place_instance"": 2, ""place_target_layout"": 9, ""stop_accepting_new"": 4}",14.067389272153378,4+3+3+2+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+2+1+1+1+1+1,1,13,77,True,9,1035.2,12,,,True,0.056696752086281776,12,45,12,3,7,13,0.05319833755493164,True,5,round2_stage1_llm_spike,0.014091409742832184,4,23,13.938525676727295,4+3+2+1+1+3+1+1+1+1+3+1+1+1+1+1+1+1+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+4+3+2+1+1+3+1+1+1+1+1+1+1,0,55,484.4644509999998,1,transition_drain_v2,14.067389272153378
66,"{""allocate_gpu"": 2, ""bind_target_gpu"": 3, ""clear_gpu"": 8, ""clear_template"": 8, ""configure_full_template"": 3, ""mark_reconfig_target_prepared"": 2, ""place_target_layout"": 3, ""stop_accepting_new"": 37}",3.3935140427201986,4+3+4+3+3+2+1+1+3+2+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,8,16,55,True,3,459.8,0,,,True,0.058469055220484734,7,66,7,2,1,14,0.06007575988769531,True,6,round2_stage2_vision_shift,0.01724012941122055,12,8,3.2516191005706787,4+3+4+3+4+3+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,0,29,454.36985300000015,0,transition_drain_v2,3.3935140427201986
38,"{""bind_target_gpu"": 1, ""clear_gpu"": 4, ""clear_template"": 4, ""configure_full_template"": 1, ""place_instance"": 6, ""place_target_layout"": 1, ""remove_instance"": 3, ""stop_accepting_new"": 18}",0.3890259936451912,4+2+1+3+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,4,17,31,True,1,181.8,11,,,True,0.056695038452744484,4,38,4,9,1,7,0.056322574615478516,True,5,round2_stage3_scale_down,0.02225864678621292,7,6,0.2484586238861084,4+3+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+3,0,18,587.6318650000001,0,transition_drain_v2,0.3890259936451912
34,"{""allocate_gpu"": 5, ""bind_target_gpu"": 5, ""configure_full_template"": 5, ""place_instance"": 8, ""place_target_layout"": 5, ""remove_instance"": 3, ""stop_accepting_new"": 3}",1.274249106645584,4+3+4+3+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1,0,16,62,True,5,580.0,14,,,True,0.05618551932275295,9,34,9,11,3,9,0.05387401580810547,True,4,round2_stage4_mixed_rebound,0.02999214082956314,4,13,1.1290712356567383,1+1+1+1+1+1+1+4+3+1+1+1+1+1+1+1+1+1+1+1+3+1+1+1+1+3+4+3+4+3+4+3+1+1+1+1+1+1+1,0,38,333.6648160000004,1,transition_drain_v2,1.274249106645584
30,"{""bind_target_gpu"": 4, ""clear_gpu"": 9, ""clear_template"": 9, ""configure_full_template"": 4, ""place_target_layout"": 4}",1.0701337102800608,4+3+3+1+1+1+1+3+1+1+1+1+2+2+1+1+1,9,9,24,True,4,546.4,0,,,True,0.055495668202638626,4,30,4,1,1,9,0.052651405334472656,True,6,round2_stage0_bootstrap_balanced,0.0017415247857570648,9,6,0.9558908939361572,4+3+1+1+1+1+3+2+1+1+2+1+1+1+1+1+1+1+1,0,15,484.25781499999994,0,transition_full_plan_v2,1.0701337102800608
45,"{""allocate_gpu"": 9, ""bind_target_gpu"": 9, ""clear_gpu"": 1, ""clear_template"": 1, ""configure_full_template"": 9, ""mark_reconfig_target_prepared"": 1, ""place_instance"": 2, ""place_target_layout"": 9, ""stop_accepting_new"": 4}",14.007476644590497,4+3+3+2+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+2+1+1+1+1+1,1,13,77,True,9,1035.2,12,,,True,0.057046009227633476,12,45,12,3,7,13,0.0555117130279541,True,5,round2_stage1_llm_spike,0.013902043923735619,4,23,13.876279592514038,4+3+2+1+1+3+1+1+1+1+3+1+1+1+1+1+1+1+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+4+3+2+1+1+3+1+1+1+1+1+1+1,0,55,484.4644509999998,1,transition_full_plan_v2,14.007476644590497
61,"{""allocate_gpu"": 1, ""bind_target_gpu"": 2, ""clear_gpu"": 7, ""clear_template"": 7, ""configure_full_template"": 2, ""mark_reconfig_target_prepared"": 1, ""place_instance"": 2, ""place_target_layout"": 2, ""remove_instance"": 2, ""stop_accepting_new"": 35}",0.8629107754677534,4+3+4+3+3+2+1+1+3+2+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,7,19,49,True,2,338.2,22,,,True,0.057398708537220955,7,61,7,3,3,13,0.06102633476257324,True,6,round2_stage2_vision_shift,0.01888103596866131,12,11,0.7197179794311523,4+3+4+3+1+1+2+3+1+1+1+1+1+1+1+4+3+1+1+1+1+1+1+1+1+1+1+1+1+1+1,0,29,454.36985300000015,0,transition_full_plan_v2,0.8629107754677534
36,"{""allocate_gpu"": 1, ""bind_target_gpu"": 1, ""clear_gpu"": 4, ""clear_template"": 4, ""configure_full_template"": 1, ""mark_reconfig_target_prepared"": 1, ""place_instance"": 4, ""place_target_layout"": 1, ""remove_instance"": 3, ""stop_accepting_new"": 16}",1.0141322165727615,4+2+1+3+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,4,16,31,True,1,177.8,0,,,True,0.05667840875685215,4,36,4,3,1,8,0.06211352348327637,True,5,round2_stage3_scale_down,0.010008720681071281,7,6,0.8793203830718994,4+3+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+3,0,18,587.6318650000001,0,transition_full_plan_v2,1.0141322165727615
33,"{""allocate_gpu"": 6, ""bind_target_gpu"": 6, ""clear_gpu"": 1, ""clear_template"": 1, ""configure_full_template"": 7, ""mark_reconfig_target_prepared"": 1, ""place_instance"": 1, ""place_target_layout"": 7, ""stop_accepting_new"": 3}",1.3979587983340025,4+3+4+3+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1+3+1+1+1+1,1,8,75,True,7,806.8000000000001,14,,,True,0.05878668650984764,9,33,9,2,1,10,0.05654001235961914,True,4,round2_stage4_mixed_rebound,0.007010104134678841,4,11,1.2704288959503174,4+3+1+1+1+1+1+1+1+4+3+1+1+1+1+1+1+1+4+3+4+3+4+3+1+1+1+1+1+1+1+1+1+1+1+1+1+1,0,38,333.6648160000004,1,transition_full_plan_v2,1.3979587983340025
