run_id,timestamp,node,gpu_index,mig_profile,mig_uuid,device_resource,slot_resource,workload,model,model_id,family,batch,prompt_len,output_tokens,status,error,sample_count,latency_ms_mean,latency_ms_p50,latency_ms_p95,latency_ms_p99,throughput_rps,ttft_ms_mean,tpot_ms_mean,decode_tps,service_time_ms,peak_alloc_mb,peak_reserved_mb
smoke-rtx1-a100-20260622,2026-06-22T13:38:29.487723+00:00,rtx1-worker,0,7g,,,or-sim.io/rtx1-worker-gpu0-s0-7-7g,resnet50,resnet50,,vision,4,,,error,HTTP Error 500: Internal Server Error,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smoke-rtx1-a100-20260622,2026-06-22T13:38:30.993530+00:00,rtx1-worker,0,7g,,,or-sim.io/rtx1-worker-gpu0-s0-7-7g,vgg16,vgg16,,vision,4,,,error,HTTP Error 500: Internal Server Error,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smoke-rtx1-a100-20260622,2026-06-22T13:38:32.387162+00:00,rtx1-worker,0,7g,,,or-sim.io/rtx1-worker-gpu0-s0-7-7g,vit_base,vit_base,,vision,4,,,error,HTTP Error 500: Internal Server Error,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smoke-rtx1-a100-20260622,2026-06-22T13:38:33.908447+00:00,rtx1-worker,0,7g,,,or-sim.io/rtx1-worker-gpu0-s0-7-7g,gpt2_p64_o64,gpt2-medium,gpt2-medium,llm,1,64,64,error,HTTP Error 500: Internal Server Error,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smoke-rtx1-a100-20260622,2026-06-22T13:38:35.510799+00:00,rtx1-worker,0,7g,,,or-sim.io/rtx1-worker-gpu0-s0-7-7g,llama32_3b_p64_o64,llama32_3b,meta-llama/Llama-3.2-3B,llm,1,64,64,error,HTTP Error 500: Internal Server Error,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
