run_id,timestamp,node,gpu_index,mig_profile,mig_uuid,device_resource,slot_resource,workload,model,model_id,family,batch,prompt_len,output_tokens,status,error,sample_count,latency_ms_mean,latency_ms_p50,latency_ms_p95,latency_ms_p99,throughput_rps,ttft_ms_mean,tpot_ms_mean,decode_tps,service_time_ms,peak_alloc_mb,peak_reserved_mb
smoke-ampere-a100-20260623-llama-4g7g,2026-06-23T10:06:35.251653+00:00,ampere,0,4g,MIG-3db685b2-8ae5-5373-81b1-74ea5481f2e1,or-sim.io/mig-3db685b2-8ae5-5373-81b1-74ea5481f2e1,or-sim.io/ampere-gpu0-s0-4-4g,llama32_3b_p64_o64,llama32_3b,meta-llama/Llama-3.2-3B,llm,1,64,64,ok,,1,1687.782471,1687.782471,1687.782471,1687.782471,0.592493,43.052673,25.698903,38.912167,1687.782471,6167.973633,6228.0
smoke-ampere-a100-20260623-llama-4g7g,2026-06-23T10:09:50.034863+00:00,ampere,0,7g,MIG-457656ac-5439-5b56-8fcc-1ff4336bacf5,or-sim.io/mig-457656ac-5439-5b56-8fcc-1ff4336bacf5,or-sim.io/ampere-gpu0-s0-8-7g,llama32_3b_p64_o64,llama32_3b,meta-llama/Llama-3.2-3B,llm,1,64,64,ok,,1,1882.056763,1882.056763,1882.056763,1882.056763,0.531334,47.570049,28.663855,34.887143,1882.056763,6167.973633,6228.0
